date,close,cash_flow,position_delta,cash,position_shares,market_value,equity,daily_return,running_peak,drawdown,open_positions
2024-12-16,538.17,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0
2024-12-17,535.8,-46173.08696,86.0,53826.91304,86.0,46078.799999999996,99905.71304,-0.000942869600000007,100000.0,-0.000942869600000007,1
2024-12-18,516.47,45085.08978,-86.0,98912.00282,0.0,0.0,98912.00282,-0.009946480434028349,100000.0,-0.01087997180000011,0
2024-12-19,514.17,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2024-12-20,518.66,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2024-12-23,522.87,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2024-12-24,529.96,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2024-12-26,529.6,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2024-12-27,522.56,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2024-12-30,515.61,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2024-12-31,511.23,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-02,510.23,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-03,518.58,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-06,524.54,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-07,515.18,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-08,515.27,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-10,507.19,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-13,505.56,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-14,505.08,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-15,516.7,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-16,513.08,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-17,521.74,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-21,524.8,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-22,531.51,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-23,532.64,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-24,529.63,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-27,514.21,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-28,521.81,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-29,520.83,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-30,523.05,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-01-31,522.29,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-02-03,518.11,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-02-04,524.47,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-02-05,526.85,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-02-06,529.6,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-02-07,522.92,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
2025-02-10,529.25,0.0,0.0,98912.00282,0.0,0.0,98912.00282,0.0,100000.0,-0.01087997180000011,0
