strategy,trade_count,sharpe_ratio,total_return,win_rate,max_drawdown,expected_return_per_trade
baseline_test_period,11,1.3422901105715188,0.029142720200000083,0.8181818181818182,-0.008106666845698829,0.00801096336870449
filtered_test_period,11,1.3849564383731638,0.03404003525600019,0.8181818181818182,-0.009362602070859039,0.00801096336870449
