strategy,trade_count,sharpe_ratio,total_return,win_rate,max_drawdown,expected_return_per_trade
baseline_test_period,11,1.5496812398335553,0.03524201480000011,0.9090909090909091,-0.008106666845698829,0.009742580601492365
filtered_test_period,8,1.2081047436495551,0.02264005460000007,0.875,-0.008039405162934221,0.008276559110732365
