strategy,trade_count,removed_signal_count,sharpe_ratio,total_return,win_rate,max_drawdown,expected_return_per_trade
baseline,11,0,1.5496812398335553,0.03524201480000011,0.9090909090909091,-0.008106666845698829,0.009742580601492365
ml_hard_filter,8,7,1.2081047436495551,0.02264005460000007,0.875,-0.008039405162934221,0.008276559110732365
ml_position_scaling,11,0,1.5664717104735661,0.03982814135600021,0.9090909090909091,-0.009362602070859039,0.009742580601492365
