strategy,trade_count,sharpe_ratio,total_return,win_rate,max_drawdown,expected_return_per_trade
baseline_test_period,7,0.6527646887270356,0.007512852100000078,0.8571428571428571,-0.00642944730380024,0.002861238539296848
filtered_test_period,1,0.5036205027607005,0.0022277509999999445,1.0,-0.0029985358594324385,0.007085839205992075
