date,open,high,low,close,volume,symbol
2024-03-01,190.27,193.4,189.44,192.89,10741748,GLD
2024-03-04,194.15,196.33,193.88,196.01,8684223,GLD
2024-03-05,197.44,198.14,196.65,197.19,7462175,GLD
2024-03-06,198.08,199.3,197.44,198.81,7784197,GLD
2024-03-07,199.54,200.11,198.91,199.94,5321087,GLD
2024-03-08,200.89,203.3,200.44,201.63,9988844,GLD
2024-03-11,201.71,202.41,201.46,202.0,5127922,GLD
2024-03-12,200.42,200.63,199.16,199.79,7035934,GLD
2024-03-13,200.44,201.86,200.35,201.19,4587186,GLD
2024-03-14,200.37,200.47,199.34,200.35,5249942,GLD
2024-03-15,199.94,200.64,199.57,199.71,3464279,GLD
2024-03-18,199.66,200.15,199.51,200.03,4110835,GLD
2024-03-19,199.62,199.81,198.93,199.8,3276390,GLD
2024-03-20,199.16,202.66,199.12,202.18,6706146,GLD
2024-03-21,203.91,203.92,200.6,201.97,5495019,GLD
2024-03-22,201.32,201.86,199.71,200.35,4616128,GLD
2024-03-25,201.19,201.95,200.96,200.99,3082481,GLD
2024-03-26,202.65,202.76,201.07,201.64,4126283,GLD
2024-03-27,202.32,203.22,202.32,203.1,4260621,GLD
2024-03-28,204.54,206.05,203.87,205.72,6642862,GLD
2024-04-01,208.68,208.73,206.29,207.82,9050181,GLD
2024-04-02,209.07,211.03,208.36,210.89,10510497,GLD
2024-04-03,210.57,212.83,210.3,212.74,7707159,GLD
2024-04-04,212.0,213.45,211.02,211.52,9191451,GLD
2024-04-05,212.49,215.74,212.22,215.14,9665556,GLD
2024-04-08,215.98,216.81,214.61,216.48,6322632,GLD
2024-04-09,217.81,218.86,216.45,217.67,8486508,GLD
2024-04-10,215.37,217.78,214.68,215.61,9353372,GLD
2024-04-11,216.85,219.84,215.89,219.8,7778837,GLD
2024-04-12,221.87,225.09,216.02,216.89,24703919,GLD
2024-04-15,217.94,221.03,215.16,220.95,10169186,GLD
2024-04-16,220.18,221.99,218.78,221.22,7769908,GLD
2024-04-17,221.05,221.76,218.52,219.59,7672100,GLD
2024-04-18,221.29,221.46,219.31,220.34,4158047,GLD
2024-04-19,220.49,222.36,220.08,221.03,5714576,GLD
2024-04-22,216.35,216.96,215.14,215.57,9350824,GLD
2024-04-23,213.99,215.86,213.87,215.04,5961927,GLD
2024-04-24,214.76,216.35,214.36,214.64,3675138,GLD
2024-04-25,214.47,217.05,214.33,215.92,4415386,GLD
2024-04-26,216.77,217.07,215.53,216.62,4221129,GLD
2024-04-29,216.02,217.22,215.25,216.18,4201172,GLD
2024-04-30,213.38,214.13,211.8,211.87,7603712,GLD
2024-05-01,212.96,215.5,212.41,213.79,7014944,GLD
2024-05-02,211.9,213.71,211.49,213.13,4357607,GLD
2024-05-03,212.89,213.23,210.71,212.96,6279627,GLD
2024-05-06,215.14,215.91,214.47,215.2,4858183,GLD
2024-05-07,214.52,214.93,213.88,214.21,3271201,GLD
2024-05-08,213.62,214.8,213.5,213.58,3271054,GLD
2024-05-09,214.48,216.95,214.44,216.95,5693877,GLD
2024-05-10,219.22,219.6,218.08,218.71,6419508,GLD
2024-05-13,217.06,217.31,215.8,216.26,3401144,GLD
2024-05-14,217.31,218.38,216.98,218.09,3488555,GLD
2024-05-15,219.06,221.19,217.65,220.89,6488643,GLD
2024-05-16,220.14,220.59,219.41,220.03,2995716,GLD
2024-05-17,222.18,223.86,221.67,223.66,7612474,GLD
2024-05-20,223.79,225.66,223.02,224.56,4093457,GLD
