lookback,strength,stop_atr,trail_atr,hold,fail_wait,eligible_assets,avg_sharpe,median_sharpe,best_sharpe,avg_return,avg_trades,avg_max_dd,avg_win_rate,avg_exp_return,top_symbol,score
20,0.2,3.0,2.5,18,4,6,0.12288436365076905,0.10227638084868865,0.9583027481359485,0.008163760343452453,44.0,-0.026292272268278627,0.5101595835466803,0.0005990692185805883,QQQ,0.5095077071988569
20,0.2,3.0,3.0,12,4,6,0.11939946620323694,0.09182168850609229,0.9583027481359485,0.00779979074880958,44.0,-0.026292272268278627,0.5101595835466803,0.0005681236818130585,QQQ,0.5058021253292792
20,0.2,3.0,3.0,15,4,6,0.11939946620323694,0.09182168850609229,0.9583027481359485,0.00779979074880958,44.0,-0.026292272268278627,0.5101595835466803,0.0005681236818130585,QQQ,0.5058021253292792
20,0.2,3.0,3.0,18,4,6,0.11939946620323694,0.09182168850609229,0.9583027481359485,0.00779979074880958,44.0,-0.026292272268278627,0.5101595835466803,0.0005681236818130585,QQQ,0.5058021253292792
20,0.2,3.0,3.5,12,4,6,0.11601370066560827,0.0816643918932063,0.9583027481359485,0.007435821154166744,44.0,-0.026292272268278627,0.5101595835466803,0.0005371781450455286,QQQ,0.5021708923921291
20,0.2,3.0,3.5,15,4,6,0.11601370066560827,0.0816643918932063,0.9583027481359485,0.007435821154166744,44.0,-0.026292272268278627,0.5101595835466803,0.0005371781450455286,QQQ,0.5021708923921291
20,0.2,3.0,3.5,18,4,6,0.11601370066560827,0.0816643918932063,0.9583027481359485,0.007435821154166744,44.0,-0.026292272268278627,0.5101595835466803,0.0005371781450455286,QQQ,0.5021708923921291
20,0.2,2.5,2.5,12,4,6,0.09908553788064535,0.027848307533464754,0.9943240153159822,0.008124927792261927,44.0,-0.03268289314554301,0.5071292805163774,0.0005694069548146155,QQQ,0.5020453107712173
20,0.2,2.5,2.5,15,4,6,0.09908553788064535,0.027848307533464754,0.9943240153159822,0.008124927792261927,44.0,-0.03268289314554301,0.5071292805163774,0.0005694069548146155,QQQ,0.5020453107712173
20,0.2,2.5,2.5,18,4,6,0.09908553788064535,0.027848307533464754,0.9943240153159822,0.008124927792261927,44.0,-0.03268289314554301,0.5071292805163774,0.0005694069548146155,QQQ,0.5020453107712173
